STN_ID,REGION_CODE,ENG_PROV_NAME,FRE_PROV_NAME,VIRTUAL_CLIMATE_ID,VIRTUAL_STATION_NAME_E,VIRTUAL_STATION_NAME_F,WXO_CITY_CODE,ELEMENT_NAME_E,CLIMATE_IDENTIFIER,START_DATE,END_DATE,DATA_SOURCE,CRITERIA,NOTES,VIRTUAL_STN_INFO_UPDATE_ID,CURRENT_FLAG,LONGITUDE_DECIMAL_DEGREES,LATITUDE_DECIMAL_DEGREES,ENG_STN_NAME
29593,N,MANITOBA,MANITOBA,VSMB17V,MORDEN AREA,MORDEN,MB-17,DAILY MAXIMUM TEMPERATURE,5021849,2007-12-01T00:00:00Z,NA,DLY02,NA,NA,2221,Y,-98.08394444444444,49.18763888888888,MORDEN CDA CS
48951,N,MANITOBA,MANITOBA,VSMB25V,NORWAY HOUSE AREA,NORWAY HOUSE,MB-25,DAILY MAXIMUM TEMPERATURE,5062040,2010-09-23T00:00:00Z,NA,DLY02,NA,NA,7960,Y,-97.84416666666667,53.95833333333333,NORWAY HOUSE
10881,N,MANITOBA,MANITOBA,VSMB14V,OAK POINT AREA,OAK POINT,MB-14,DAILY MAXIMUM TEMPERATURE,504K0NM,2007-12-01T00:00:00Z,NA,DLY02,NA,NA,7999,Y,-98.036675,50.49945666666665,OAKPOINT MARINE
3649,N,MANITOBA,MANITOBA,VSMB19V,PILOT MOUND AREA,PILOT MOUND,MB-19,DAILY MAXIMUM TEMPERATURE,5022125,2007-12-01T00:00:00Z,NA,DLY02,NA,NA,2222,Y,-98.9048611111111,49.19102777777777,PILOT MOUND (AUT)
10186,N,MANITOBA,MANITOBA,VSMB44V,PINAWA AREA,PINAWA,MB-44,DAILY MAXIMUM TEMPERATURE,503B1ER,2007-12-01T00:00:00Z,NA,DLY02,NA,NA,2287,Y,-96.06472222222222,50.177227777777766,PINAWA
43243,N,MANITOBA,MANITOBA,VSMB4VV,PINE FALLS AREA,PINE FALLS,MB-4,DAILY MAXIMUM TEMPERATURE,5031201,2007-12-01T00:00:00Z,NA,DLY02,NA,NA,2426,Y,-95.97722222222222,50.5222225,GREAT FALLS CLIMATE
10884,N,MANITOBA,MANITOBA,VSMB29V,PORTAGE LA PRAIRIE AREA,PORTAGE LA PRAIRIE,MB-29,DAILY MAXIMUM TEMPERATURE,5012324,2007-12-01T00:00:00Z,NA,DLY02,NA,NA,2227,Y,-98.28413888888888,49.903138888888876,PORTAGE SOUTHPORT
27119,N,MANITOBA,MANITOBA,VSMB32V,ROBLIN AREA,ROBLIN,MB-32,DAILY MAXIMUM TEMPERATURE,5012469,2007-12-01T00:00:00Z,2013-10-29T00:00:00Z,DLY02,NA,NA,2419,Y,-101.362796666667,51.18333833333333,ROBLIN
10927,N,MANITOBA,MANITOBA,VSMB28V,SHOAL LAKE AREA,SHOAL LAKE,MB-28,DAILY MAXIMUM TEMPERATURE,5012654,2007-12-01T00:00:00Z,NA,DLY02,NA,NA,2267,Y,-100.60350000000001,50.454888888888874,SHOAL LAKE CS
3545,N,MANITOBA,MANITOBA,VSMB16V,SOURIS AREA,SOURIS,MB-16,DAILY MAXIMUM TEMPERATURE,5012719,1982-07-01T00:00:00Z,2005-01-12T00:00:00Z,DLY04,NA,NA,7933,Y,-100.25,49.65,SOURIS
10196,N,MANITOBA,MANITOBA,VSMB23V,SPRAGUE AREA,SPRAGUE,MB-23,DAILY MAXIMUM TEMPERATURE,5022759,2007-12-01T00:00:00Z,NA,DLY02,NA,NA,2143,Y,-95.59833583333332,49.02361111111111,SPRAGUE
50897,N,MANITOBA,MANITOBA,VSMB13V,STEINBACH AREA,STEINBACH,MB-13,DAILY MAXIMUM TEMPERATURE,5021500,2014-09-17T00:00:00Z,NA,DLY02,NA,NA,8004,Y,-96.9011111111111,49.517777777777766,KLEEFELD (MAFRI)
10188,N,MANITOBA,MANITOBA,VSMB46V,SWAN RIVER AREA,SWAN RIVER,MB-46,DAILY MAXIMUM TEMPERATURE,504K80K,2007-12-01T00:00:00Z,NA,DLY02,NA,NA,7846,Y,-101.232916666667,52.114972222222214,SWAN RIVER RCS
43983,N,MANITOBA,MANITOBA,VSMB30V,THE PAS AREA,THE PAS,MB-30,DAILY MAXIMUM TEMPERATURE,5052890,2018-10-30T00:00:00Z,NA,DLY02,NA,NA,8335,Y,-101.10000000000001,53.966666666666654,THE PAS CLIMATE
53118,N,MANITOBA,MANITOBA,VSMB34V,THOMPSON AREA,THOMPSON,MB-34,DAILY MAXIMUM TEMPERATURE,5062921,2014-11-06T00:00:00Z,NA,DLY02,NA,NA,8525,Y,-97.86250000000001,55.80472222222222,THOMPSON A
3682,N,MANITOBA,MANITOBA,VSMB66V,TURTLE MOUNTAIN (PROVINCIAL PARK) AREA,TURTLE MOUNTAIN (PARC PROVINCIAL),MB-66,DAILY MAXIMUM TEMPERATURE,5022946,1981-04-01T00:00:00Z,2005-03-31T00:00:00Z,DLY04,NA,NA,7890,Y,-100.116666666667,49.13333333333333,TURTLE MOUNTAIN 11
3560,N,MANITOBA,MANITOBA,VSMB20V,VIRDEN AREA,VIRDEN,MB-20,DAILY MAXIMUM TEMPERATURE,5012960,1958-01-04T00:00:00Z,2005-03-31T00:00:00Z,DLY04,NA,NA,7963,Y,-100.95,49.83333333333333,VIRDEN
3562,N,MANITOBA,MANITOBA,VSMB31V,WASAGAMING AREA,WASAGAMING,MB-31,DAILY MAXIMUM TEMPERATURE,5013117,2007-12-01T00:00:00Z,2013-10-29T00:00:00Z,DLY02,NA,NA,2466,Y,-99.94194666666667,50.65500166666666,WASAGAMING
3746,N,MANITOBA,MANITOBA,VSMB8VV,WHITESHELL AREA,WHITESHELL,MB-8,DAILY MAXIMUM TEMPERATURE,5031320,2007-12-01T00:00:00Z,NA,DLY44,NA,NA,8084,Y,-95.19722222222222,49.62388888888888,INDIAN BAY
29593,N,MANITOBA,MANITOBA,VSMB26V,WINKLER AREA,WINKLER,MB-26,DAILY MAXIMUM TEMPERATURE,5021849,2007-12-01T00:00:00Z,NA,DLY02,NA,NA,2225,Y,-98.08394444444444,49.18763888888888,MORDEN CDA CS
27174,N,MANITOBA,MANITOBA,VSMB38V,WINNIPEG AREA,WINNIPEG,MB-38,DAILY MAXIMUM TEMPERATURE,502S001,2013-10-03T00:00:00Z,NA,DLY02,NA,NA,2162,Y,-97.24944444444444,49.91666666666666,WINNIPEG A CS
6915,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB22V,BAS-CARAQUET AREA,BAS-CARAQUET,NB-22,DAILY MAXIMUM TEMPERATURE,8100467,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,4094,Y,-64.83333333333333,47.80222222222222,BAS CARAQUET
54283,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB28V,BATHURST AREA,BATHURST,NB-28,DAILY MAXIMUM TEMPERATURE,8100506,2018-10-29T00:00:00Z,NA,DLY02,NA,NA,8349,Y,-65.73888888888888,47.62972222222222,BATHURST A
6918,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB1VV,BOUCTOUCHE AREA,BOUCTOUCHE,NB-1,DAILY MAXIMUM TEMPERATURE,8100593,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,3941,Y,-64.76805805555554,46.43027944444444,BOUCTOUCHE CDA CS
42103,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB2VV,CAMPBELLTON AREA,CAMPBELLTON,NB-2,DAILY MAXIMUM TEMPERATURE,8100885,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,4005,Y,-66.33416666666666,47.99,CHARLO AUTO
42103,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB30V,CHARLO AREA,CHARLO,NB-30,DAILY MAXIMUM TEMPERATURE,8100885,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,3998,Y,-66.33416666666666,47.99,CHARLO AUTO
6204,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB3VV,CHIPMAN AREA,CHIPMAN,NB-3,DAILY MAXIMUM TEMPERATURE,8103000,1954-01-01T00:00:00Z,1993-06-30T00:00:00Z,DLY04,NA,NA,8687,Y,-66.03333333333333,46.03333333333333,MINTO
42103,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB26V,DALHOUSIE AREA,DALHOUSIE,NB-26,DAILY MAXIMUM TEMPERATURE,8100885,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,3993,Y,-66.33416666666666,47.99,CHARLO AUTO
51537,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB4VV,DOAKTOWN AREA,DOAKTOWN,NB-4,DAILY MAXIMUM TEMPERATURE,8101201,2013-05-23T00:00:00Z,NA,DLY02,NA,NA,4074,Y,-66.00974194444443,46.585024999999995,DOAKTOWN AUTO RCS
43323,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB32V,EDMUNDSTON AREA,EDMUNDSTON,NB-32,DAILY MAXIMUM TEMPERATURE,8101303,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,7653,Y,-68.32445555555555,47.41666666666666,EDMUNDSTON
30309,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB29V,FREDERICTON AREA,FREDERICTON,NB-29,DAILY MAXIMUM TEMPERATURE,8101605,2010-04-08T00:00:00Z,NA,DLY02,NA,NA,7607,Y,-66.60889166666666,45.92027777777777,FREDERICTON CDA CS
6919,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB5VV,FUNDY (NATIONAL PARK) AREA,FUNDY (PARC NATIONAL),NB-5,DAILY MAXIMUM TEMPERATURE,8101746,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,3947,Y,-64.95,45.6,FUNDY PARK (ALMA) CS
26823,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB6VV,GRAND FALLS AREA,GRAND-SAULT,NB-6,DAILY MAXIMUM TEMPERATURE,810I001,2014-07-01T00:00:00Z,2017-02-04T00:00:00Z,DLY02,NA,NA,8045,Y,-67.83194833333333,47.157791666666654,ST LEONARD CS
30598,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB27V,GRAND MANAN AREA,GRAND MANAN,NB-27,DAILY MAXIMUM TEMPERATURE,8101925,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,4104,Y,-66.80191666666666,44.71205555555555,GRAND MANAN SAR CS
6919,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB8VV,HOPEWELL AREA,HOPEWELL,NB-8,DAILY MAXIMUM TEMPERATURE,8101746,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,4041,Y,-64.95,45.6,FUNDY PARK (ALMA) CS
54538,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB9VV,KOUCHIBOUGUAC AREA,KOUCHIBOUGUAC,NB-9,DAILY MAXIMUM TEMPERATURE,8102326,2018-05-08T00:00:00Z,NA,DLY02,NA,NA,8688,Y,-65.01305555555554,46.78916777777777,KOUCHIBOUGUAC
10808,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB25V,MIRAMICHI AREA,MIRAMICHI,NB-25,DAILY MAXIMUM TEMPERATURE,8100989,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,3986,Y,-65.465,47.00944444444443,MIRAMICHI RCS
6205,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB31V,MISCOU ISLAND AREA,MISCOU ISLAND,NB-31,DAILY MAXIMUM TEMPERATURE,8103050,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,4136,Y,-64.49416888888888,48.008889444444435,MISCOU ISLAND (AUT)
50309,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB36V,MONCTON AREA,MONCTON,NB-36,DAILY MAXIMUM TEMPERATURE,8103201,2012-06-07T00:00:00Z,NA,DLY02,NA,NA,4127,Y,-64.67861111111111,46.112222222222215,MONCTON INTL A
29493,D,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB11V,OROMOCTO AREA,OROMOCTO,NB-11,DAILY MAXIMUM TEMPERATURE,8101794,2018-01-01T00:00:00Z,NA,DLY02,NA,NA,8451,Y,-66.44972222222222,45.838888888888874,GAGETOWN AWOS A
54538,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB34V,POINT ESCUMINAC AREA,POINT ESCUMINAC,NB-34,DAILY MAXIMUM TEMPERATURE,8102326,2018-05-08T00:00:00Z,NA,DLY02,NA,NA,8642,Y,-65.01305555555554,46.78916777777777,KOUCHIBOUGUAC
27746,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB33V,POINT LEPREAU AREA,POINT LEPREAU,NB-33,DAILY MAXIMUM TEMPERATURE,8104201,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,3977,Y,-66.44919166666666,45.073066666666655,POINT LEPREAU CS
42103,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSQC20V,POINTE-A-LA-CROIX AREA,POINTE-A-LA-CROIX,QC-20,DAILY MAXIMUM TEMPERATURE,8100885,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,4815,Y,-66.33416666666666,47.99,CHARLO AUTO
50310,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB12V,QUISPAMSIS AREA,QUISPAMSIS,NB-12,DAILY MAXIMUM TEMPERATURE,8104901,2012-06-07T00:00:00Z,NA,DLY02,NA,NA,7382,Y,-65.89,45.31611111111111,SAINT JOHN A
6918,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB13V,RICHIBUCTO AREA,RICHIBUCTO,NB-13,DAILY MAXIMUM TEMPERATURE,8100593,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,3980,Y,-64.76805805555554,46.43027944444444,BOUCTOUCHE CDA CS
10808,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB14V,ROGERSVILLE AREA,ROGERSVILLE,NB-14,DAILY MAXIMUM TEMPERATURE,8100989,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,8547,Y,-65.465,47.00944444444443,MIRAMICHI RCS
6244,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB18V,SAINT ANDREWS AREA,SAINT ANDREWS,NB-18,DAILY MAXIMUM TEMPERATURE,8104600,1988-05-01T00:00:00Z,1991-03-31T00:00:00Z,DLY04,NA,NA,8452,Y,-67.08333333333333,45.08333333333333,ST ANDREWS
50310,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB23V,SAINT JOHN AREA,SAINT JOHN,NB-23,DAILY MAXIMUM TEMPERATURE,8104901,2012-06-07T00:00:00Z,NA,DLY02,NA,NA,4069,Y,-65.89,45.31611111111111,SAINT JOHN A
6918,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB17V,SHEDIAC AREA,SHEDIAC,NB-17,DAILY MAXIMUM TEMPERATURE,8100593,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,3961,Y,-64.76805805555554,46.43027944444444,BOUCTOUCHE CDA CS
26823,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB24V,ST. LEONARD AREA,ST. LEONARD,NB-24,DAILY MAXIMUM TEMPERATURE,810I001,2014-07-01T00:00:00Z,2017-02-04T00:00:00Z,DLY02,NA,NA,7998,Y,-67.83194833333333,47.157791666666654,ST LEONARD CS
43383,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB35V,ST. STEPHEN AREA,ST. STEPHEN,NB-35,DAILY MAXIMUM TEMPERATURE,8104935,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,4001,Y,-67.2528611111111,45.21016666666666,ST. STEPHEN
54078,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB19V,SUSSEX AREA,SUSSEX,NB-19,DAILY MAXIMUM TEMPERATURE,8105210,2015-10-08T00:00:00Z,NA,DLY02,NA,NA,7618,Y,-65.52889972222222,45.741679999999995,SUSSEX FOUR CORNERS
6915,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB20V,TRACADIE-SHEILA AREA,TRACADIE-SHEILA,NB-20,DAILY MAXIMUM TEMPERATURE,8100467,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,8685,Y,-64.83333333333333,47.80222222222222,BAS CARAQUET
53238,A,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,VSNB21V,WOODSTOCK AREA,WOODSTOCK,NB-21,DAILY MAXIMUM TEMPERATURE,8105603,2015-01-01T00:00:00Z,NA,DLY02,NA,NA,7242,Y,-67.54277777777777,46.152222222222214,WOODSTOCK NEWBRIDGE
6561,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL34V,BADGER AREA,BADGER,NL-34,DAILY MAXIMUM TEMPERATURE,8400301,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,7945,Y,-56.066666666666656,48.966666666666654,BADGER (AUT)
6555,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL43V,BAY ROBERTS AREA,BAY ROBERTS,NL-43,DAILY MAXIMUM TEMPERATURE,8400QJK,2006-03-01T00:00:00Z,2014-06-30T00:00:00Z,DLY44,NA,NA,7820,Y,-53.31611111111111,47.57916666666666,BUTLERVILLE
45047,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL14V,BONAVISTA AREA,BONAVISTA,NL-14,DAILY MAXIMUM TEMPERATURE,8400601,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,2578,Y,-53.114166666666655,48.667222222222215,BONAVISTA
50678,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL4VV,BUCHANS AREA,BUCHANS,NL-4,DAILY MAXIMUM TEMPERATURE,8402757,2013-01-21T00:00:00Z,NA,DLY02,NA,NA,7437,Y,-56.54352638888888,48.81669972222222,MILLERTOWN RCS
45287,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL31V,BURGEO AREA,BURGEO,NL-31,DAILY MAXIMUM TEMPERATURE,8400801,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,2754,Y,-57.61666666666665,47.61666666666665,BURGEO NL
6689,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL2VV,CAMPBELLTON AREA,CAMPBELLTON,NL-2,DAILY MAXIMUM TEMPERATURE,8402966,2006-03-01T00:00:00Z,2017-01-19T00:00:00Z,DLY44,NA,NA,8674,Y,-55.4,49.33333333333333,POINT LEAMINGTON
6590,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL28V,CAPE RACE AREA,CAPE RACE,NL-28,DAILY MAXIMUM TEMPERATURE,8401000,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,7977,Y,-53.07638888888887,46.660000000000004,CAPE RACE (AUT)
53958,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL32V,CARTWRIGHT AREA,CARTWRIGHT,NL-32,DAILY MAXIMUM TEMPERATURE,8501106,2018-10-30T00:00:00Z,NA,DLY02,NA,NA,8398,Y,-57.04194444444444,53.682500000000005,CARTWRIGHT A
54640,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL17V,CHANNEL - PORT AUX BASQUES AREA,CHANNEL - PORT AUX BASQUES,NL-17,DAILY MAXIMUM TEMPERATURE,8402980,2017-09-21T00:00:00Z,2017-09-05T00:00:00Z,DLY02,NA,NA,8393,Y,-59.15472222222222,47.573888888888874,PORT AUX BASQUES
49629,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL21V,CHURCHILL FALLS AREA,CHURCHILL FALLS,NL-21,DAILY MAXIMUM TEMPERATURE,8501131,2011-12-16T00:00:00Z,NA,DLY02,NA,NA,2653,Y,-64.10638888888887,53.561944444444435,CHURCHILL FALLS A
6669,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL1VV,CLARENVILLE AREA,CLARENVILLE,NL-1,DAILY MAXIMUM TEMPERATURE,8402544,2006-03-01T00:00:00Z,NA,DLY44,NA,NA,7387,Y,-53.90166666666666,48.35,LETHBRIDGE
6933,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL41V,CORNER BROOK AREA,CORNER BROOK,NL-41,DAILY MAXIMUM TEMPERATURE,8401298,2007-11-21T00:00:00Z,NA,DLY02,NA,NA,2745,Y,-57.91666666666666,48.93333333333333,CORNER BROOK
54638,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL33V,DANIEL'S HARBOUR AREA,DANIEL'S HARBOUR,NL-33,DAILY MAXIMUM TEMPERATURE,8401405,2018-07-20T00:00:00Z,NA,DLY02,NA,NA,8400,Y,-57.58083333333333,50.23583333333333,DANIEL'S HARBOUR
50068,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL39V,DEER LAKE AREA,DEER LAKE,NL-39,DAILY MAXIMUM TEMPERATURE,8401502,2012-03-20T00:00:00Z,NA,DLY02,NA,NA,7431,Y,-57.39444444444444,49.209166666666654,DEER LAKE A
10251,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL44V,ENGLEE AREA,ENGLEE,NL-44,DAILY MAXIMUM TEMPERATURE,8401538,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,2779,Y,-56.112777777777765,50.721111111111114,ENGLEE (AUT)
52541,A,NEWFOUNDLAND,TERRE-NEUVE,VSQC29V,FERMONT AREA,FERMONT,QC-29,DAILY MAXIMUM TEMPERATURE,8504177,2014-09-20T00:00:00Z,NA,DLY02,NA,NA,4341,Y,-66.86472222222223,52.92277777777777,WABUSH A
50088,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL16V,GANDER AREA,GANDER,NL-16,DAILY MAXIMUM TEMPERATURE,8401703,2012-03-20T00:00:00Z,NA,DLY02,NA,NA,5197,Y,-54.568055555555546,48.936944444444435,GANDER INTL A
6635,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL5VV,GRAND BANK AREA,GRAND BANK,NL-5,DAILY MAXIMUM TEMPERATURE,8401728,2003-05-01T00:00:00Z,2009-12-25T00:00:00Z,DLY44,NA,NA,7459,Y,-55.36083333333333,47.229722222222215,GARNISH
6561,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL6VV,GRAND FALLS-WINDSOR AREA,GRAND FALLS-WINDSOR,NL-6,DAILY MAXIMUM TEMPERATURE,8400301,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,7823,Y,-56.066666666666656,48.966666666666654,BADGER (AUT)
6938,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL7VV,GROS MORNE AREA,GROS MORNE,NL-7,DAILY MAXIMUM TEMPERATURE,8403097,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,2750,Y,-57.877777777777766,49.57,ROCKY HARBOUR CS
6777,D,NEWFOUNDLAND,TERRE-NEUVE,VSNL23V,HAPPY VALLEY-GOOSE BAY AREA,HAPPY VALLEY-GOOSE BAY,NL-23,DAILY MAXIMUM TEMPERATURE,8501900,2012-01-01T00:00:00Z,NA,DLY02,NA,NA,2704,Y,-60.41666666666666,53.316666666666656,GOOSE A
6781,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL38V,HOPEDALE AREA,HOPEDALE,NL-38,DAILY MAXIMUM TEMPERATURE,8502400,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,7946,Y,-60.216666666666654,55.45,HOPEDALE (AUT)
6668,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL22V,LA SCIE AREA,LA SCIE,NL-22,DAILY MAXIMUM TEMPERATURE,8402520,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,7852,Y,-55.66666666666666,49.91666666666666,LA SCIE
52541,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL20V,LABRADOR CITY AREA,LABRADOR CITY,NL-20,DAILY MAXIMUM TEMPERATURE,8504177,2014-09-18T00:00:00Z,NA,DLY02,NA,NA,5189,Y,-66.86472222222223,52.92277777777777,WABUSH A
6689,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL9VV,LEWISPORTE AREA,LEWISPORTE,NL-9,DAILY MAXIMUM TEMPERATURE,8402966,2006-03-01T00:00:00Z,2017-01-19T00:00:00Z,DLY44,NA,NA,8403,Y,-55.4,49.33333333333333,POINT LEAMINGTON
53506,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL25V,MAKKOVIK AREA,MAKKOVIK,NL-25,DAILY MAXIMUM TEMPERATURE,8502580,2018-10-29T00:00:00Z,NA,DLY02,NA,NA,8339,Y,-59.18777777777777,55.07722222222222,MAKKOVIK A
6933,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL26V,MARBLE MOUNTAIN AREA,MARBLE MOUNTAIN,NL-26,DAILY MAXIMUM TEMPERATURE,8401298,2007-11-21T00:00:00Z,NA,DLY02,NA,NA,2683,Y,-57.91666666666666,48.93333333333333,CORNER BROOK
51918,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL29V,MARY'S HARBOUR AREA,MARY'S HARBOUR,NL-29,DAILY MAXIMUM TEMPERATURE,8502592,2013-12-12T00:00:00Z,NA,DLY02,NA,NA,7413,Y,-55.84777777777777,52.30277777777777,MARY'S HARBOUR A
54898,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL3VV,MARYSTOWN AREA,MARYSTOWN,NL-3,DAILY MAXIMUM TEMPERATURE,8404242,2018-12-11T00:00:00Z,NA,DLY02,NA,NA,8493,Y,-55.32805555555555,47.13611111111111,WINTERLAND BRANCH HILL
6679,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL10V,MUSGRAVE HARBOUR AREA,MUSGRAVE HARBOUR,NL-10,DAILY MAXIMUM TEMPERATURE,8402770,2006-03-01T00:00:00Z,2009-09-30T00:00:00Z,DLY44,NA,NA,7393,Y,-53.98333333333333,49.45,MUSGRAVE HARBOUR
10813,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL40V,NAIN AREA,NAIN,NL-40,DAILY MAXIMUM TEMPERATURE,8502799,2012-09-01T00:00:00Z,NA,DLY02,NA,NA,8014,Y,-61.68333333333333,56.550000000000004,NAIN
10113,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL30V,PLACENTIA AREA,PLACENTIA,NL-30,DAILY MAXIMUM TEMPERATURE,8400104,2007-08-01T00:00:00Z,2017-08-03T00:00:00Z,DLY02,NA,NA,8678,Y,-53.99333333333333,47.29388888888887,ARGENTIA (AUT)
54638,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL11V,PORT AU CHOIX AREA,PORT-AU-CHOIX,NL-11,DAILY MAXIMUM TEMPERATURE,8401405,2018-07-20T00:00:00Z,NA,DLY02,NA,NA,8639,Y,-57.58083333333333,50.23583333333333,DANIEL'S HARBOUR
6938,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL13V,ROCKY HARBOUR AREA,ROCKY HARBOUR,NL-13,DAILY MAXIMUM TEMPERATURE,8403097,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,2727,Y,-57.877777777777766,49.57,ROCKY HARBOUR CS
6567,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL8VV,ST ALBAN'S AREA,ST ALBAN'S,NL-8,DAILY MAXIMUM TEMPERATURE,8400413,1967-11-01T00:00:00Z,2006-02-28T00:00:00Z,DLY04,NA,NA,8402,Y,-55.800000000000004,47.98333333333333,BAY D'ESPOIR GEN STN
27205,A,NEWFOUNDLAND,TERRE-NEUVE,VSNL37V,ST. ANTHONY AREA,ST. ANTHONY,NL-37,DAILY MAXIMUM TEMPERATURE,8403399,2007-08-01T00:00:00Z,NA,DLY02,NA,NA,2612,Y,-56.1,51.38333333333333,ST ANTHONY
